"care_type","created_at","dashboard_viewed","how_did_you_hear_about_us","last_logged_in_at","location_id","provider_type","registered","state","type","updated_at","user_id","messages_sent_count","read_messages_count","scam_received_count","incident_type","corporate_user","sc_test_account","first_evaluated_photo_created_at","first_photo_accepted_at","first_bgc_purchase","email_verification_status"
18689526,"2021-02-25","TRUE",NA,"2021-07-02",4948,NA,TRUE,1,"Account::Seeker",2021-07-02,"1ebe04ef-0a01-57b0-9d44-c25f52e47b05",14,12,6,NA,FALSE,"FALSE",2021-02-26,2021-02-26,NA,NA
18972559,"2021-07-02","TRUE",NA,"2021-07-11",30835,NA,TRUE,3,"Account::Seeker",2021-11-04,"86651c83-8a65-528c-b360-6443f9b81c08",15,1,2,NA,FALSE,"FALSE",NA,NA,NA,NA
18559895,"2021-01-05","TRUE",NA,"2021-01-31",12042,"nanny",TRUE,1,"Account::Provider",2021-01-31,"a3d4d61d-b036-5c14-a8b2-08d47815bdb2",7,2,NA,NA,FALSE,"FALSE",2021-01-05,2021-01-05,NA,NA
18961828,"2021-06-29","TRUE",NA,"2021-07-31",48040,NA,TRUE,1,"Account::Seeker",2021-07-31,"872a1d3d-fdd8-5a07-8cc4-e71d5f688195",NA,NA,0,NA,FALSE,"FALSE",NA,NA,NA,NA
18756586,"2021-03-24","TRUE",NA,"2021-04-15",74108,"babysitter",TRUE,1,"Account::Provider",2021-04-15,"4142a3fd-f0c6-59e0-be63-1360b4474103",NA,NA,NA,NA,FALSE,"FALSE",2021-03-24,2021-03-24,NA,NA
19143423,"2021-09-07","TRUE",NA,"2021-09-07",38919,"babysitter",TRUE,1,"Account::Provider",2021-09-07,"bd60a32b-d7ca-5d38-8f5d-e9edf0ede515",NA,NA,NA,NA,FALSE,"FALSE",2021-09-07,NA,NA,NA
18959822,"2021-06-28","TRUE",NA,"2021-06-29",19302,"babysitter",TRUE,1,"Account::Provider",2021-06-29,"9bf9436e-3b95-54d7-b6c0-afa11b082d1b",NA,NA,NA,NA,FALSE,"FALSE",2021-06-28,2021-06-28,2021-06-28,NA
19021748,"2021-07-22","TRUE",NA,"2021-10-03",14538,NA,TRUE,1,"Account::Seeker",2021-10-03,"e267d3aa-26ff-576f-8cc1-11be27beae76",33,33,0,NA,FALSE,"FALSE",2021-07-22,2021-07-23,NA,NA
18727478,"2021-03-12","TRUE",NA,"2021-06-12",66596,NA,TRUE,1,"Account::Seeker",2021-06-12,"636fb7ea-1301-5f91-9780-0c3e16098f24",NA,NA,5,NA,FALSE,"FALSE",NA,NA,NA,NA
19328538,"2021-12-11","TRUE",NA,"2021-12-12",48801,"babysitter",TRUE,1,"Account::Provider",2021-12-12,"b27c4e91-a4a1-53f9-a2a8-892ff4fe8c8a",NA,NA,NA,NA,FALSE,"FALSE",2021-12-11,2021-12-11,NA,NA
18920108,"2021-06-11","TRUE",NA,"2021-06-12",33017,"babysitter",TRUE,5,"Account::Provider",2021-06-12,"92dc1f1f-b901-51b3-beca-6e51453a3980",4,2,NA,NA,FALSE,"FALSE",2021-06-11,2021-06-11,2021-06-12,NA
18647124,"2021-02-08","TRUE",NA,"2021-02-19",29250,"nanny",TRUE,1,"Account::Provider",2021-02-19,"6bdb36c6-06f7-58b0-ab97-2059cc16fefd",1,1,NA,NA,FALSE,"FALSE",2021-02-08,2021-02-08,NA,NA
19192089,"2021-09-28","TRUE",NA,"2021-09-28",73594,"babysitter",TRUE,1,"Account::Provider",2021-09-28,"bf71a5b1-3149-56e8-bded-04ab98bb88af",1,0,NA,NA,FALSE,"FALSE",2021-09-28,2021-09-30,NA,NA
19060331,"2021-08-06","TRUE",NA,"2021-09-13",29352,"nanny",TRUE,1,"Account::Provider",2021-09-13,"5e28a310-29dd-5abf-a842-736088202a60",15,7,0,NA,FALSE,"FALSE",2021-08-06,2021-08-06,NA,NA
19003001,"2021-07-15","TRUE",NA,"2021-07-15",31767,"babysitter",TRUE,1,"Account::Provider",2021-07-15,"f0d00818-668b-5ab4-a482-a07793d66d36",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
18826677,"2021-04-26","TRUE",NA,"2021-07-19",73757,"babysitter",TRUE,1,"Account::Provider",2021-07-19,"ea67bde4-9b51-5d68-b674-37446306e0c7",32,24,1,NA,FALSE,"FALSE",2021-04-26,2021-04-26,2021-04-26,NA
18719464,"2021-03-09","TRUE",NA,"2021-03-09",77375,"pet_care",TRUE,1,"Account::Provider",2021-03-09,"0e1cd894-38f4-5cd8-abad-3dcc4e16bd9d",2,0,NA,NA,FALSE,"FALSE",2021-03-09,2021-03-09,NA,NA
18644180,"2021-02-06","TRUE",NA,"2021-02-07",62943,"babysitter",TRUE,5,"Account::Provider",2021-02-07,"1eea025d-edff-50f3-b56d-28a8e7ccd1a2",2,0,NA,"Underage",FALSE,"FALSE",NA,NA,NA,NA
18979588,"2021-07-06","TRUE",NA,"2021-07-06",52509,NA,TRUE,1,"Account::Seeker",2021-07-06,"d240c06f-386c-50b7-ac8d-5d1d4aaf304e",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
19265636,"2021-11-06","TRUE",NA,"2021-11-24",69462,"nanny",TRUE,1,"Account::Provider",2021-11-24,"7df246d1-b18d-52bf-9998-9540abbb08b1",NA,NA,NA,NA,FALSE,"FALSE",2021-11-24,2021-11-24,2021-11-24,NA
19176961,"2021-09-21","TRUE",NA,"2021-09-21",63050,"nanny",TRUE,1,"Account::Provider",2021-09-21,"da1c5f7e-655d-50f9-bc79-10d5abd5a7ad",NA,NA,1,NA,FALSE,"FALSE",2021-09-21,NA,NA,NA
19298823,"2021-11-21","TRUE",NA,"2021-12-04",10804,"babysitter",TRUE,1,"Account::Provider",2021-12-04,"cc5a9177-afc8-5824-afc6-3ed7504229a9",13,9,0,NA,FALSE,"FALSE",2021-11-21,2021-11-21,NA,NA
18957820,"2021-06-27","TRUE",NA,"2021-10-01",72444,"babysitter",TRUE,1,"Account::Provider",2021-10-01,"fb548746-5252-58cf-b518-8dd0d0eeb639",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
18986730,"2021-07-08","TRUE",NA,"2021-09-23",30670,"babysitter",TRUE,1,"Account::Provider",2021-09-23,"fa52a48c-3c18-53a2-b696-4865170ae43d",2,0,0,NA,FALSE,"FALSE",2021-07-08,2021-07-08,NA,NA
18670340,"2021-02-17","TRUE",NA,"2021-03-06",10688,"babysitter",TRUE,1,"Account::Provider",2021-03-06,"3d7aacc2-6911-5f86-83b8-297211aeaf88",39,14,1,NA,FALSE,"FALSE",2021-02-17,2021-02-17,NA,NA
18657629,"2021-02-11","TRUE",NA,"2021-04-17",67642,"nanny",TRUE,1,"Account::Provider",2021-04-17,"016ec6b2-f663-5d20-af48-daafd98ff65f",NA,NA,1,NA,FALSE,"FALSE",2021-02-19,2021-02-19,NA,NA
18874211,"2021-05-21","TRUE",NA,"2021-06-20",63993,"babysitter",TRUE,1,"Account::Provider",2021-06-20,"0c4725a7-80a8-5a06-962d-7c85fbbb02b2",1,0,NA,NA,FALSE,"FALSE",2021-05-21,2021-05-22,NA,NA
18685946,"2021-02-24","TRUE",NA,"2021-03-08",70770,"nanny",TRUE,3,"Account::Provider",2021-03-08,"ed7ecf0d-719d-5672-a3bd-93ef3819200f",40,25,0,NA,FALSE,"FALSE",2021-02-26,2021-02-26,NA,NA
19059323,"2021-08-06","TRUE",NA,"2021-10-06",74881,NA,TRUE,1,"Account::Seeker",2021-10-06,"1508d283-5554-54fb-bce0-797c78c96814",5,3,0,NA,FALSE,"FALSE",2021-08-06,2021-08-07,NA,NA
19019544,"2021-07-21","TRUE",NA,"2021-07-26",47944,NA,TRUE,1,"Account::Seeker",2021-07-26,"2f67ea81-1eb5-5ed4-8f28-1616db14edd0",NA,NA,1,NA,FALSE,"FALSE",NA,NA,NA,NA
18966962,"2021-06-30","TRUE",NA,"2021-09-29",30025,NA,TRUE,1,"Account::Seeker",2021-09-29,"a3e461af-8abe-5c23-b32b-ccae3325c495",11,11,6,NA,FALSE,"FALSE",2021-06-30,2021-07-02,NA,NA
19035448,"2021-07-28","TRUE",NA,"2021-07-28",30792,NA,TRUE,1,"Account::Seeker",2021-07-28,"64becb60-ab0f-5422-b72e-140dae397bf8",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
19024685,"2021-07-23","TRUE",NA,"2021-08-28",66188,"babysitter",TRUE,1,"Account::Provider",2021-08-28,"b6b71966-65a5-566b-96ef-dd6c13d0a420",2,2,NA,NA,FALSE,"FALSE",2021-07-25,2021-07-25,NA,NA
19044109,"2021-07-31","TRUE",NA,"2021-11-04",38945,NA,TRUE,1,"Account::Seeker",2021-11-04,"967bd59e-843a-5357-83ef-b017f5d3678e",7,7,0,NA,FALSE,"FALSE",NA,NA,NA,NA
18726227,"2021-03-11","TRUE",NA,"2021-03-11",67306,NA,TRUE,1,"Account::Seeker",2021-03-11,"81f91f47-0f30-57e2-84e9-c4d7f239d84c",NA,NA,NA,NA,TRUE,"FALSE",NA,NA,NA,NA
18685946,"2021-02-24","TRUE",NA,"2021-03-08",70770,"nanny",TRUE,3,"Account::Provider",2021-03-08,"ed7ecf0d-719d-5672-a3bd-93ef3819200f",40,25,0,NA,FALSE,"FALSE",2021-02-26,2021-02-26,NA,NA
19018251,"2021-07-21","TRUE",NA,"2021-07-23",4222,"companion_care",TRUE,1,"Account::Provider",2021-07-23,"7a9dc7cc-63a5-5310-ba8f-94cce8724e02",NA,NA,NA,NA,FALSE,"FALSE",2021-07-21,2021-07-22,NA,NA
18846296,"2021-05-04","TRUE",NA,"2021-05-18",7110,"nanny",TRUE,1,"Account::Provider",2021-05-18,"3bd21b3e-2bcf-5c70-b465-4a780ee07fb5",NA,NA,0,NA,FALSE,"FALSE",2021-05-04,2021-05-04,NA,NA
19204071,"2021-10-05","TRUE",NA,"2021-10-12",52057,"babysitter",TRUE,1,"Account::Provider",2021-10-12,"857e5194-1aaa-514a-8ee8-bf85697c0205",1,0,NA,NA,FALSE,"FALSE",2021-10-05,2021-10-05,NA,NA
18985909,"2021-07-08","TRUE",NA,"2021-09-28",21210,NA,TRUE,1,"Account::Seeker",2021-09-28,"60a1a970-040e-51c8-8dd0-717401f6a12f",NA,NA,1,NA,FALSE,"FALSE",NA,NA,NA,NA
19148938,"2021-09-09","TRUE",NA,"2021-09-30",27336,"nanny",TRUE,1,"Account::Provider",2021-09-30,"7a028cc3-87ef-5e6b-b1a6-45048eb72ed2",1,0,NA,NA,FALSE,"FALSE",2021-09-09,2021-09-09,NA,NA
18713801,"2021-03-07","TRUE",NA,"2021-03-11",75878,"pet_care",TRUE,1,"Account::Provider",2021-03-11,"c18a5a0e-f407-5ea2-982a-509fb139de99",1,0,NA,NA,FALSE,"FALSE",2021-03-07,NA,NA,NA
19044109,"2021-07-31","TRUE",NA,"2021-11-04",38945,NA,TRUE,1,"Account::Seeker",2021-11-04,"967bd59e-843a-5357-83ef-b017f5d3678e",7,7,0,NA,FALSE,"FALSE",NA,NA,NA,NA
18679538,"2021-02-22","TRUE",NA,"2021-02-26",66355,"nanny",TRUE,1,"Account::Provider",2021-02-26,"c64d5930-9d15-557a-b944-a1d972e1a285",NA,NA,1,NA,FALSE,"FALSE",NA,NA,NA,NA
18756586,"2021-03-24","TRUE",NA,"2021-04-15",74108,"babysitter",TRUE,1,"Account::Provider",2021-04-15,"4142a3fd-f0c6-59e0-be63-1360b4474103",NA,NA,NA,NA,FALSE,"FALSE",2021-03-24,2021-03-24,NA,NA
18554005,"2021-01-03","TRUE",NA,"2021-01-15",67890,"nanny",TRUE,1,"Account::Provider",2021-01-15,"686ced1e-86de-5e27-94dc-55328eacee89",1,0,NA,NA,FALSE,"FALSE",2021-01-03,2021-01-05,NA,NA
18944350,"2021-06-22","TRUE",NA,"2021-09-09",44056,NA,TRUE,1,"Account::Seeker",2021-09-09,"d8ba3aee-de63-538e-a6f8-58793c3c13c6",22,20,0,NA,FALSE,"FALSE",2021-06-22,2021-06-22,NA,NA
18612410,"2021-01-25","TRUE",NA,"2021-05-02",62403,"babysitter",TRUE,1,"Account::Provider",2021-05-02,"8c2d968f-d005-5cbe-81af-e7eaef9063c8",2,1,0,NA,FALSE,"FALSE",2021-01-25,2021-01-25,NA,NA
18796597,"2021-04-12","TRUE",NA,"2021-04-23",65755,"babysitter",TRUE,1,"Account::Provider",2021-04-23,"0d9cdf31-968d-56c4-8fca-90748930daaf",NA,NA,NA,NA,FALSE,"FALSE",2021-04-14,2021-04-16,NA,NA
18561744,"2021-01-06","TRUE",NA,"2021-01-06",32720,"babysitter",TRUE,1,"Account::Provider",2021-01-06,"abbd1665-ca7a-5a0d-9456-9ca3cd16573b",1,0,NA,NA,FALSE,"FALSE",2021-01-06,2021-01-06,NA,NA
18979588,"2021-07-06","TRUE",NA,"2021-07-06",52509,NA,TRUE,1,"Account::Seeker",2021-07-06,"d240c06f-386c-50b7-ac8d-5d1d4aaf304e",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
18640428,"2021-02-04","TRUE",NA,"2021-02-11",42327,"babysitter",TRUE,1,"Account::Provider",2021-02-11,"1d6dc5d5-69af-5cb6-981f-fcc4cb434603",2,2,NA,NA,FALSE,"FALSE",2021-02-11,NA,NA,NA
19214243,"2021-10-10","TRUE",NA,"2021-10-10",75479,"babysitter",TRUE,5,"Account::Provider",2021-10-12,"3e167a34-1b36-5dc3-bf46-3240ee64e30d",2,0,NA,"Underage",FALSE,"FALSE",2021-10-10,2021-10-10,NA,NA
19204071,"2021-10-05","TRUE",NA,"2021-10-12",52057,"babysitter",TRUE,1,"Account::Provider",2021-10-12,"857e5194-1aaa-514a-8ee8-bf85697c0205",1,0,NA,NA,FALSE,"FALSE",2021-10-05,2021-10-05,NA,NA
18792964,"2021-04-11","TRUE",NA,"2021-04-11",43058,"nanny",TRUE,1,"Account::Provider",2021-04-11,"3df074b5-123c-570b-a249-5969fdcadbba",1,1,0,NA,FALSE,"FALSE",2021-04-11,2021-04-11,2021-04-11,NA
18974354,"2021-07-03","TRUE",NA,"2021-09-22",66483,NA,TRUE,1,"Account::Seeker",2021-09-22,"34bac24f-09c8-5b2a-a4da-aa2d58160f16",31,29,1,NA,FALSE,"FALSE",2021-07-03,2021-07-04,NA,NA
18792964,"2021-04-11","TRUE",NA,"2021-04-11",43058,"nanny",TRUE,1,"Account::Provider",2021-04-11,"3df074b5-123c-570b-a249-5969fdcadbba",1,1,0,NA,FALSE,"FALSE",2021-04-11,2021-04-11,2021-04-11,NA
18852839,"2021-05-08","TRUE",NA,"2021-05-09",7817,NA,TRUE,1,"Account::Seeker",2021-05-09,"35b7cf3b-6f52-5a7b-ae0c-21be8380494d",NA,NA,0,NA,FALSE,"FALSE",NA,NA,NA,NA
18624034,"2021-01-29","TRUE",NA,"2021-02-02",14672,"babysitter",TRUE,1,"Account::Provider",2021-02-02,"1b3f25d2-8758-5e19-8f05-5b96ec04793f",4,2,NA,NA,FALSE,"FALSE",2021-01-29,NA,NA,NA
19019208,"2021-07-21","TRUE",NA,"2021-07-21",29744,"babysitter",TRUE,1,"Account::Provider",2021-07-21,"d4917e1b-ee5b-5ff9-8df4-d030de7ba63e",NA,NA,0,NA,FALSE,"FALSE",2021-07-21,NA,NA,NA
19229313,"2021-10-18","TRUE",NA,"2021-10-18",30817,"babysitter",TRUE,1,"Account::Provider",2021-10-18,"c8ec51ab-f416-56bf-a143-2cdd36596a02",1,0,NA,NA,FALSE,"FALSE",2021-10-18,2021-10-18,NA,NA
18831024,"2021-04-27","TRUE",NA,"2021-05-12",24093,NA,TRUE,1,"Account::Seeker",2021-05-12,"635fc010-9322-5f12-81b5-628b26adca85",NA,NA,0,NA,FALSE,"FALSE",NA,NA,NA,NA
18845066,"2021-05-04","TRUE",NA,"2021-05-06",40309,NA,TRUE,1,"Account::Seeker",2021-05-06,"381e03a1-61e4-5961-8df7-a0b0ff517efe",NA,NA,3,NA,FALSE,"FALSE",2021-05-04,2021-05-04,NA,NA
18678352,"2021-02-21","TRUE",NA,"2021-02-21",74424,NA,TRUE,1,"Account::Seeker",2021-02-21,"e8756eef-4ce7-50f7-b48c-7803edb4c6d6",NA,NA,1,NA,FALSE,"FALSE",NA,NA,NA,NA
19189789,"2021-09-27","TRUE",NA,"2021-10-04",19311,"nanny",TRUE,1,"Account::Provider",2021-10-04,"317cb340-c09e-5390-b140-9ed75816335a",20,13,0,NA,FALSE,"FALSE",2021-09-27,NA,NA,NA
18616281,"2021-01-26","TRUE","other","2021-09-21",70662,"babysitter",TRUE,1,"Account::Provider",2021-09-21,"8da450bd-f31e-57e8-a2e9-674d49afe1f0",48,24,1,NA,FALSE,"FALSE",2021-01-26,2021-01-27,NA,NA
19198172,"2021-10-01","TRUE",NA,"2021-10-01",19110,"babysitter",TRUE,1,"Account::Provider",2021-10-01,"516f0511-d884-567d-a204-093c00874e88",3,2,0,NA,FALSE,"FALSE",2021-10-01,2021-10-01,NA,NA
18609542,"2021-01-24","TRUE",NA,"2021-01-24",64267,"babysitter",TRUE,1,"Account::Provider",2021-01-24,"13a45769-076c-58aa-84d9-29df7f16593d",1,1,0,NA,FALSE,"FALSE",2021-01-24,2021-01-24,NA,NA
18745228,"2021-03-19","TRUE",NA,"2021-06-16",64882,"babysitter",TRUE,1,"Account::Provider",2021-06-16,"82c62189-b92f-5534-8bd5-ddad86203053",10,7,0,NA,FALSE,"FALSE",2021-03-19,2021-03-20,NA,NA
19248957,"2021-10-27","TRUE",NA,"2021-10-27",31767,"babysitter",TRUE,1,"Account::Provider",2021-10-27,"da93da5d-938e-5ba9-b433-b25a224c2c9a",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
19278964,"2021-11-13","TRUE",NA,"2021-11-13",43241,"babysitter",TRUE,1,"Account::Provider",2021-11-13,"56530ce0-7e3a-55c9-aff0-33e05c64b029",NA,NA,NA,NA,FALSE,"FALSE",2021-11-13,2021-11-13,NA,NA
18552184,"2021-01-03","TRUE",NA,"2021-01-19",52183,"babysitter",TRUE,1,"Account::Provider",2021-01-19,"8d8a7628-aa00-5aae-b2f4-447ceaf5f598",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
18812303,"2021-04-19","TRUE",NA,"2021-08-16",74756,"babysitter",TRUE,1,"Account::Provider",2021-08-16,"0f0c8df8-2501-5b53-8ec1-e255f22259e7",1,0,NA,NA,FALSE,"FALSE",2021-04-19,2021-04-20,NA,NA
19166002,"2021-09-16","TRUE",NA,"2021-09-19",38228,"nanny",TRUE,1,"Account::Provider",2021-09-19,"7236d3c2-f589-57ad-a9bf-abdbb9128501",1,1,0,NA,FALSE,"FALSE",2021-09-16,2021-09-16,NA,NA
18572539,"2021-01-09","TRUE",NA,"2021-01-13",33446,NA,TRUE,1,"Account::Seeker",2021-01-13,"c651f3f9-26f3-547e-9f20-d6803ecbe828",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
18991031,"2021-07-10","TRUE",NA,"2021-07-10",61790,"nanny",TRUE,1,"Account::Provider",2021-07-10,"a7cc355b-4e8d-5d6c-aac9-35e3742eeada",NA,NA,NA,NA,FALSE,"FALSE",2021-07-10,2021-07-10,NA,NA
18572539,"2021-01-09","TRUE",NA,"2021-01-13",33446,NA,TRUE,1,"Account::Seeker",2021-01-13,"c651f3f9-26f3-547e-9f20-d6803ecbe828",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
18812571,"2021-04-19","TRUE",NA,"2021-07-23",33196,"babysitter",TRUE,1,"Account::Provider",2021-07-23,"a72e86f3-df7e-507d-bd0e-7bfda1d65053",45,42,0,NA,FALSE,"FALSE",2021-04-19,2021-04-21,NA,NA
19028696,"2021-07-26","TRUE",NA,"2021-08-07",72448,NA,TRUE,1,"Account::Seeker",2021-08-07,"be938e2a-681d-5966-a8e0-b35802db5d3a",13,13,1,NA,FALSE,"FALSE",NA,NA,NA,NA
18751183,"2021-03-22","TRUE",NA,"2021-03-22",25503,NA,TRUE,1,"Account::Seeker",2021-03-22,"559a23ad-4076-5127-bd69-8ecbba10a9a9",NA,NA,0,NA,FALSE,"FALSE",NA,NA,NA,NA
18774836,"2021-04-02","TRUE",NA,"2021-04-27",31519,"babysitter",TRUE,1,"Account::Provider",2021-04-27,"da1fdf74-1a48-5b70-a573-4ac17d46f28e",1,1,NA,NA,FALSE,"FALSE",2021-04-27,2021-04-27,NA,NA
19192724,"2021-09-29","TRUE",NA,"2021-10-19",20366,"babysitter",TRUE,1,"Account::Provider",2021-10-19,"6992ed49-4034-58fc-9caa-2a193d57eea4",NA,NA,NA,NA,FALSE,"FALSE",2021-09-29,2021-09-29,NA,NA
19048187,"2021-08-02","TRUE",NA,"2021-08-03",78326,"babysitter",TRUE,1,"Account::Provider",2021-08-03,"4e331d63-51ae-54a8-b038-cf981c8cbbd0",NA,NA,NA,NA,FALSE,"FALSE",2021-08-02,NA,NA,NA
18730303,"2021-03-13","TRUE",NA,"2021-03-15",78715,"nanny",TRUE,1,"Account::Provider",2021-03-15,"a9a5c0ec-6024-5832-b7c8-d4ade30c90a2",4,4,0,NA,FALSE,"FALSE",2021-03-13,NA,2021-03-13,NA
18848917,"2021-05-06","TRUE",NA,"2021-05-06",51885,NA,TRUE,1,"Account::Seeker",2021-05-06,"3aac47d1-2760-5af9-98e1-30c06864b4a9",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
